L1-dcache-load-misses,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-store-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-prefetches,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,bus-cycles,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,instructions,ref-cycles,stalled-cycles-frontend,class
"77,560","1,485,166","12,909","16,890","280,059","75,788","25,843","3,986","15,909","1,038,638","56,311","1,038,638","53,245","488,979","23,069","157,319","8,335,749","12,786","4,395,862","1,810","2,233,918","8,741","2,901","7,749,956","15,846,592","5,606,878",yes
"27,237","288,532","25,220","38,757","582,526","69,588","26,333","19,216","5,924","216,133","28,315","216,133","22,986","846,539","53,166","257,537","15,453,228","6,844","745,986",489,"468,505","1,355",151,"583,702","5,965,824","9,993,672",yes
"153,401","2,934,940","3,096","6,194","3,147,113","326,484","114,704","49,242","7,471","1,965,921","34,291","1,965,921","95,751","262,123","15,768","138,613","5,069,332","8,067","505,073","1,070","390,739","4,142","7,289","9,802,119","26,381,152","4,100,479",yes
"67,458","953,130","12,718","17,116","210,951","55,591","19,664","3,335","16,343","668,320","59,749","668,320","53,063","477,907","23,658","161,707","8,496,315","13,608","4,408,833","1,555","2,259,855","7,000","1,765","8,541,436","13,977,536","5,789,763",yes
"26,307","266,635","20,376","29,181","277,744","86,158","30,007","3,889","11,629","199,625","38,209","199,625","23,029","674,818","45,682","210,379","11,601,132","9,174","637,301",613,"489,430","1,582",163,"658,375","5,631,968","8,022,292",yes
"144,343","2,842,076","1,619","2,841","3,171,154","229,610","88,370","61,108","8,876","1,897,693","41,566","1,897,693","88,269","130,732","7,856","65,988","2,710,913","10,392","1,024,947",819,"647,846","2,948","7,039","6,116,921","24,998,656","2,110,967",yes
"55,199","863,337","17,633","26,175","1,308,496","265,090","85,090","14,155","18,641","606,545","56,073","606,545","41,204","798,587","34,903","287,686","13,796,524","11,938","4,797,150","1,238","2,417,788","5,611","1,375","9,543,915","11,110,304","9,336,510",yes
"45,687","408,740","20,117","28,871","329,727","68,247","24,482","5,524","13,014","308,774","67,372","308,774","36,975","603,795","40,491","193,971","10,930,617","17,682","2,164,664",826,"1,242,098","3,232",509,"2,963,266","9,038,144","7,425,580",yes
"209,662","3,969,618","3,718","7,193","2,557,750","170,476","72,769","57,335","4,654","2,621,843","19,224","2,621,843","131,693","242,559","18,493","105,560","5,073,815","3,838","217,561","1,177","186,468","3,763","12,154","5,067,723","36,640,704","4,037,434",yes
"38,766","369,303","15,506","23,398","1,203,054","205,668","60,266","12,162","14,106","276,459","44,217","276,459","30,308","696,516","40,753","242,953","12,583,689","8,925","3,794,454","1,300","1,918,546","5,685",412,"11,580,663","7,249,056","9,179,103",yes
"49,370","491,675","20,436","29,169","185,201","48,607","16,711","2,815","20,886","341,190","90,704","342,068","34,489","606,167","46,413","217,034","11,503,279","19,757","3,253,765",915,"1,706,640","3,775","2,517","3,179,403","9,120,448","7,967,629",yes
"165,195","3,428,629","4,876","9,221","1,611,831","111,124","53,811","46,144","9,923","2,294,640","40,580","2,293,762","102,208","376,250","18,974","161,928","7,002,443","11,161","494,900",621,"408,786","2,306","7,981","1,251,862","29,694,272","5,326,375",yes
"33,074","306,003","16,711","25,326","2,278,789","309,526","95,764","25,262","16,711","226,264","59,513","226,264","28,252","735,888","41,254","261,236","13,329,553","14,637","4,539,931","1,398","2,309,099","5,690",277,"14,314,479","6,794,976","9,407,682",yes
"40,151","349,130","17,542","24,140","234,884","57,381","19,754","3,953","10,792","266,949","47,931","266,949","29,679","421,830","25,145","141,590","7,997,725","11,486","1,591,229","1,173","910,729","4,413",886,"3,951,108","7,783,488","5,326,771",yes
"160,583","3,393,637","1,404","2,453","722,464","108,059","41,430","24,451","9,032","2,264,103","48,792","2,264,103","97,741","136,173","5,249","62,068","2,451,307","12,094","562,961",617,"422,504","2,172","8,004","749,665","29,783,776","1,891,454",yes
"35,615","334,986","18,016","25,761","3,158,437","310,751","105,410","45,862","17,224","252,418","62,667","252,418","30,134","826,480","49,599","290,544","14,941,063","15,064","4,495,524","1,926","2,317,045","9,024",895,"20,737,239","7,681,408","10,413,475",yes
"36,086","315,689","17,863","24,450","171,017","45,812","15,452","3,031","9,084","237,196","49,713","237,196","29,236","470,657","29,397","155,430","8,283,815","12,217","1,532,636","1,093","906,149","4,702",365,"3,270,900","6,659,872","5,577,405",yes
"156,156","3,376,511","2,312","3,611","794,610","110,261","42,287","25,546","6,043","2,251,165","24,222","2,251,165","97,013","188,631","8,126","84,360","3,481,421","5,593","250,364",749,"260,930","2,565","7,753","855,749","27,846,112","2,708,087",yes
"34,479","326,322","15,493","22,152","2,874,415","258,807","89,394","43,556","15,995","246,636","55,665","246,636","26,376","700,758","40,514","251,595","12,352,165","13,221","4,407,355","1,940","2,236,016","8,085",460,"15,991,462","6,521,504","8,663,883",yes
"44,977","533,347","10,946","14,122","225,075","63,339","22,130","3,473","8,963","331,965","45,048","331,965","34,795","314,613","20,365","129,833","6,011,442","11,240","1,023,583",965,"680,466","3,750",434,"3,102,308","8,499,776","4,438,670",yes
"139,389","2,598,179","13,719","25,167","765,257","136,381","46,224","24,056","6,746","1,774,421","34,854","1,774,421","87,743","577,802","24,984","191,185","10,747,305","8,549","401,954",469,"368,841","1,183","6,184","578,621","25,908,352","6,997,201",yes
"83,066","1,299,745","15,977","22,730","3,011,549","293,177","97,826","46,220","13,263","866,900","44,347","866,900","58,797","681,762","42,734","254,955","12,842,461","10,386","4,314,880","2,475","2,143,831","11,893","2,836","18,638,495","15,758,272","9,079,702",yes
"41,795","360,176","1,808","3,395","241,058","66,608","24,351","3,666","9,200","272,041","45,816","272,041","32,425","149,235","7,394","68,894","2,869,045","11,686","1,043,627",492,"683,783","1,424",958,"557,666","7,734,944","2,233,289",yes
"98,337","1,982,040","17,273","23,513","315,075","70,455","27,110","9,597","10,091","1,460,629","51,508","1,460,629","63,338","410,236","22,785","133,586","7,329,219","11,900","549,174","1,178","478,444","4,304","5,040","1,356,372","18,917,664","4,774,779",yes
"101,542","1,966,355","16,652","25,178","2,925,177","266,264","89,851","55,524","13,845","1,148,636","43,378","1,148,636","69,185","759,153","45,118","271,894","13,494,127","9,857","4,347,566","2,133","2,140,951","9,525","3,104","17,680,162","17,242,432","9,622,695",yes
"40,447","345,618","4,238","9,140","567,469","96,667","37,851","6,216","9,901","260,080","47,525","260,080","32,670","280,951","11,116","100,379","5,392,470","11,898","1,049,108",456,"691,538","1,309",564,"569,320","7,826,112","3,763,053",yes
"92,853","1,729,571","18,812","26,873","381,758","88,049","29,350","6,459","6,747","1,337,408","29,547","1,337,408","58,812","525,783","33,200","201,625","10,051,655","7,538","302,891",368,"285,810","1,033","4,792","520,928","17,657,920","7,076,577",yes
"116,840","2,229,117","30,627","42,042","2,355,853","152,766","67,850","56,390","15,304","1,278,580","49,837","1,278,580","81,356","870,532","52,566","289,457","16,323,992","10,977","4,353,550","2,042","2,175,586","8,695","3,631","17,419,078","23,312,096","10,884,920",yes
"51,704","446,631","3,968","8,453","1,159,552","208,766","60,464","10,944","9,079","338,388","45,760","338,388","40,236","281,884","18,928","127,080","5,517,876","11,418","1,028,113",814,"655,651","2,908","1,597","1,705,930","9,766,624","4,331,252",yes
"83,637","1,645,553","21,936","32,162","214,406","57,552","19,893","3,316","6,748","1,276,174","27,943","1,276,174","51,630","726,552","36,624","262,715","12,925,889","6,498","285,364",466,"285,911","1,223","4,467","560,326","15,824,384","8,598,648",yes
"155,425","3,136,295","12,511","16,140","1,710,846","106,403","52,574","46,164","14,137","1,743,915","46,239","1,743,915","100,756","448,451","26,504","165,483","8,613,613","10,489","4,315,899","1,982","2,147,145","8,145","6,063","18,310,484","25,013,952","5,949,214",yes
"38,691","337,202","5,374","10,799","1,887,747","259,678","78,521","22,929","11,094","251,138","52,894","251,138","32,191","421,236","26,588","166,344","7,662,191","12,855","1,094,493","1,121","744,622","4,985",426,"5,037,337","7,451,520","5,811,865",yes
"85,809","1,699,368","17,870","24,711","208,594","53,366","17,647","3,126","15,869","1,318,017","60,078","1,318,017","53,399","445,149","21,069","158,867","8,203,130","10,273","1,417,231",758,"796,468","2,100","4,884","1,431,771","16,249,568","5,410,442",yes
"102,304","1,982,646","20,049","29,530","801,484","109,151","44,035","24,276","13,765","1,160,632","43,628","1,160,632","69,251","879,292","53,297","328,166","16,323,350","10,027","4,317,582","1,792","2,130,361","8,042","3,543","15,264,776","18,879,712","11,698,540",yes
"62,888","522,491","5,152","10,019","3,203,623","294,155","103,743","62,675","9,186","403,527","48,055","403,527","54,360","373,569","28,046","164,393","7,571,429","12,315","1,055,914","1,028","681,842","4,263","3,227","4,803,746","13,125,152","5,813,333",yes
"136,177","2,580,790","18,800","26,891","235,132","67,210","22,933","4,150","4,725","1,865,233","21,019","1,865,233","88,575","593,451","31,335","213,476","10,226,704","4,116","211,714",525,"210,586","1,386","5,894","623,148","25,483,776","7,128,240",yes
"112,036","1,624,101","22,122","35,483","888,883","134,576","51,701","26,604","16,435","944,700","57,202","945,300","75,473","933,083","68,543","369,752","19,461,741","13,524","4,475,718","1,694","2,247,132","6,882","4,643","15,064,184","18,187,040","14,343,514",yes
"38,433","341,760","5,171","9,682","2,869,541","261,207","90,849","42,303","10,820","262,380","53,182","261,780","31,655","387,464","19,559","186,415","7,310,034","13,897","1,202,824","1,325","776,140","6,269",975,"10,340,189","7,305,408","5,515,811",yes
"117,575","2,311,352","23,400","30,679","230,858","64,603","22,681","3,709","6,389","1,731,798","28,333","1,731,798","75,205","590,512","30,499","189,628","10,567,259","6,684","289,788",663,"290,614","2,389","5,408","849,466","23,349,888","6,841,308",yes
"88,424","1,463,825","10,721","18,775","635,987","80,995","32,201","23,396","15,846","819,972","59,821","819,972","61,989","558,230","39,012","196,091","10,434,243","14,360","4,453,592","1,793","2,274,609","8,896","2,864","16,254,707","15,257,248","7,685,301",yes
"31,331","331,556","3,604","7,818","2,944,325","270,149","90,642","46,845","9,223","255,231","44,516","255,231","22,795","300,886","13,206","155,424","5,871,938","11,031","1,023,685",968,"671,314","4,225",266,"4,754,131","5,594,016","4,675,324",yes
"142,133","2,946,010","25,839","32,529","305,661","91,119","33,804","4,525","5,013","2,099,898","21,741","2,099,898","97,524","677,681","40,866","186,962","11,582,854","4,451","216,196",806,"226,862","2,616","5,972","1,009,037","26,941,440","7,371,803",yes
"81,356","1,392,453","14,165","28,223","450,056","79,935","30,369","17,880","16,436","772,778","58,896","772,778","55,646","805,849","51,680","315,089","15,678,567","14,360","4,472,747","1,548","2,279,368","6,349","2,588","15,313,900","14,083,744","11,586,443",yes
"32,293","337,754","67,821","74,918","2,659,229","222,004","71,100","46,537","6,747","255,258","34,731","255,258","24,288","1,287,428","117,715","347,864","24,513,254","8,304","947,444","1,375","586,766","5,647","1,076","3,638,482","6,115,552","16,285,353",yes
"122,588","2,355,752","417,378","243,099","690,119","137,303","52,279","7,887","14,637","1,775,769","80,710","1,775,769","77,925","4,485,556","402,122","1,139,128","130,237,838","16,613","760,081",687,"665,812","2,322","5,946","828,993","24,268,352","81,557,698",yes
"50,500","647,414","2,342","4,133","354,589","84,344","28,668","5,892","15,461","360,603","53,007","360,603","36,730","133,819","10,033","81,555","3,761,858","12,814","4,418,390",994,"2,221,266","4,159","1,446","14,107,826","9,970,048","2,928,821",yes
"85,019","1,475,079","5,379","10,368","2,480,637","135,145","59,474","56,849","5,997","898,399","29,003","898,399","50,862","348,931","17,569","179,962","6,869,311","7,822","327,421","1,583","287,204","6,531","1,944","4,195,453","13,164,352","5,151,166",yes
"121,064","2,331,378","31,343","42,823","985,397","210,117","62,608","9,703","7,372","1,749,386","38,731","1,749,386","77,612","971,627","68,108","301,128","17,194,626","8,795","962,771","1,734","610,094","9,408","5,342","2,658,147","22,503,520","11,606,627",yes
"25,753","286,810","1,963","3,244","1,003,554","230,444","94,478","33,269","17,784","218,193","67,927","218,193","20,843","191,695","11,077","94,891","3,651,174","12,729","4,886,879","1,614","2,446,214","6,294",293,"15,153,493","5,399,712","2,923,518",yes
"142,992","1,943,285","3,116","6,895","2,105,044","144,503","66,707","53,786","8,419","1,198,881","34,974","1,198,881","108,251","267,707","12,967","127,181","4,797,981","7,410","437,338","1,143","367,773","5,015","5,503","3,291,736","26,450,784","3,804,010",yes
"132,041","2,446,648","30,928","42,396","1,513,107","255,838","75,258","16,339","9,115","1,834,586","42,245","1,834,586","85,229","962,373","61,192","280,511","16,355,812","10,796","1,058,493",510,"678,208","1,252","6,266","598,191","24,246,720","10,853,933",yes
"29,804","280,056","6,122","11,219","237,470","61,981","20,216","3,416","15,752","211,884","51,124","211,884","24,962","410,480","18,491","174,218","8,643,897","12,552","4,314,987","1,449","2,186,817","5,437",684,"14,310,214","6,205,888","6,357,367",yes
"83,050","1,434,632","2,409","4,359","1,404,753","159,057","66,685","40,163","16,443","798,344","80,854","798,344","56,624","216,111","7,804","114,456","3,941,959","21,003","1,435,522","1,087","1,013,443","4,730","2,783","3,272,576","13,232,000","3,086,646",yes
"102,658","1,998,728","27,272","37,320","2,237,238","249,133","78,457","27,785","5,547","1,528,756","22,641","1,528,756","66,754","823,003","47,104","248,554","14,111,622","4,742","240,056",813,"230,201","3,155","5,146","2,189,749","20,638,880","9,389,300",yes
"63,432","862,213","7,311","14,142","396,123","116,290","40,245","6,137","16,209","547,849","52,342","547,849","48,479","423,710","29,462","173,389","8,309,145","12,249","4,331,474",982,"2,190,599","3,210",884,"11,288,664","12,845,856","6,273,257",yes
"84,580","1,440,242","4,602","8,634","886,669","122,083","45,585","26,549","10,921","801,616","47,128","801,616","57,168","344,554","13,386","171,796","6,336,369","13,586","1,188,782","1,122","737,540","5,074","2,927","4,364,625","14,470,528","4,717,970",yes
"85,453","1,692,402","13,423","22,180","2,767,346","253,731","86,142","42,227","5,222","1,312,662","22,590","1,312,662","52,813","533,466","34,899","175,327","9,577,319","4,561","220,641",939,"225,777","3,783","4,509","3,184,689","15,072,736","6,828,323",yes
"74,772","1,025,656","19,103","23,546","241,429","67,251","24,007","3,964","15,413","731,025","54,611","731,025","56,116","537,978","33,635","175,655","9,884,106","13,007","4,383,193","1,130","2,215,238","3,836","2,905","13,244,807","15,779,712","6,581,284",yes
"85,683","1,444,319","3,611","6,222","654,505","85,840","33,810","24,221","8,852","806,622","42,732","806,622","59,918","284,392","11,568","132,252","5,161,971","10,701","1,027,306","1,097","673,171","4,651","2,857","2,694,241","14,574,176","3,902,467",yes
"109,657","1,998,836","12,006","16,615","3,124,279","321,301","110,787","47,509","7,200","1,475,614","32,768","1,475,614","69,514","494,902","25,480","164,629","8,463,699","7,508","319,708",911,"325,583","3,628","5,171","3,130,015","20,741,536","5,970,330",yes
