L1-dcache-load-misses,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-store-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-prefetches,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,bus-cycles,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,instructions,ref-cycles,stalled-cycles-frontend,class
"63,432","862,213","7,311","14,142","396,123","116,290","40,245","6,137","16,209","547,849","52,342","547,849","48,479","423,710","29,462","173,389","8,309,145","12,249","4,331,474",982,"2,190,599","3,210",884,"11,288,664","12,845,856","6,273,257",yes
"84,580","1,440,242","4,602","8,634","886,669","122,083","45,585","26,549","10,921","801,616","47,128","801,616","57,168","344,554","13,386","171,796","6,336,369","13,586","1,188,782","1,122","737,540","5,074","2,927","4,364,625","14,470,528","4,717,970",yes
"85,453","1,692,402","13,423","22,180","2,767,346","253,731","86,142","42,227","5,222","1,312,662","22,590","1,312,662","52,813","533,466","34,899","175,327","9,577,319","4,561","220,641",939,"225,777","3,783","4,509","3,184,689","15,072,736","6,828,323",yes
"74,772","1,025,656","19,103","23,546","241,429","67,251","24,007","3,964","15,413","731,025","54,611","731,025","56,116","537,978","33,635","175,655","9,884,106","13,007","4,383,193","1,130","2,215,238","3,836","2,905","13,244,807","15,779,712","6,581,284",yes
"85,683","1,444,319","3,611","6,222","654,505","85,840","33,810","24,221","8,852","806,622","42,732","806,622","59,918","284,392","11,568","132,252","5,161,971","10,701","1,027,306","1,097","673,171","4,651","2,857","2,694,241","14,574,176","3,902,467",yes
"109,657","1,998,836","12,006","16,615","3,124,279","321,301","110,787","47,509","7,200","1,475,614","32,768","1,475,614","69,514","494,902","25,480","164,629","8,463,699","7,508","319,708",911,"325,583","3,628","5,171","3,130,015","20,741,536","5,970,330",yes
"54,988","885,444","21,006","30,721","240,585","63,137","23,103","3,600","15,994","624,842","56,086","624,842","39,857","715,298","46,360","246,785","12,910,167","13,323","4,387,116","1,008","2,237,410","3,544","1,190","13,147,857","11,075,104","9,116,510",yes
"82,014","1,413,103","7,633","9,592","666,422","92,784","36,358","23,964","11,017","776,461","57,871","776,461","57,989","292,057","13,557","119,240","5,415,439","14,591","1,146,274","1,699","767,759","7,400","2,789","5,183,036","15,026,304","3,665,818",yes
"85,310","1,685,165","13,294","21,922","2,807,637","249,948","84,214","42,854","6,488","1,306,638","28,130","1,306,638","53,692","755,621","39,984","255,762","12,924,487","6,534","278,782",424,"278,792","1,204","4,433","571,229","15,914,464","9,016,889",yes
"75,260","1,011,953","18,931","26,416","462,773","119,190","39,449","7,025","15,966","718,763","51,040","718,763","56,480","589,300","37,592","228,932","10,850,498","11,335","4,436,316","1,905","2,227,073","6,934","2,746","11,797,424","15,844,704","7,761,941",yes
"102,387","1,695,906","9,733","17,074","642,317","84,636","33,361","23,351","9,005","919,743","46,301","919,743","76,142","367,431","14,281","124,048","6,582,444","11,806","1,071,128","1,549","691,525","7,145","2,982","7,174,178","18,731,712","4,017,244",yes
"83,054","1,674,037","15,089","22,267","2,562,507","235,583","76,648","41,008","7,041","1,301,748","32,347","1,301,748","51,324","668,119","43,076","231,072","11,820,776","7,192","304,543",539,"306,504","1,973","4,356","740,363","15,526,112","8,500,562",yes
"59,039","898,271","17,956","24,457","566,667","106,540","40,142","6,492","14,371","631,892","45,788","631,892","43,571","448,265","29,139","171,667","8,739,304","10,577","4,314,280","1,302","2,146,495","4,979","1,650","10,095,809","11,938,208","5,971,778",yes
"96,076","1,564,276","2,611","4,851","304,687","77,782","25,515","8,337","9,500","897,047","48,180","897,047","66,593","205,541","8,421","93,651","3,652,374","12,597","1,066,762","1,533","696,321","7,371","4,047","8,420,222","17,068,192","2,698,528",yes
"119,206","2,376,076","17,124","25,237","2,895,955","263,290","90,649","56,668","9,455","1,778,068","39,021","1,786,155","74,102","801,488","47,056","278,726","13,780,565","8,426","361,911",447,"373,287","1,283","5,676","575,579","21,036,224","9,635,415",yes
"41,862","355,366","17,575","24,486","707,251","134,686","51,344","7,190","14,398","276,183","46,738","268,096","31,591","383,571","24,219","130,592","7,759,806","10,613","4,299,191",843,"2,151,450","2,826",436,"6,150,533","7,128,864","5,123,981",yes
"41,055","523,790","2,014","3,372","317,343","93,445","32,355","4,104","9,100","299,187","45,209","299,187","27,284","148,031","4,977","61,787","2,759,523","11,520","1,070,222","1,634","683,715","7,509","1,180","12,123,185","7,672,832","1,967,048",yes
"150,172","3,196,681","15,854","23,532","2,096,091","127,900","60,499","52,814","10,119","2,222,283","49,527","2,223,183","95,411","783,725","48,251","270,420","13,261,139","11,963","461,858",952,"448,333","3,640","6,847","1,106,295","27,808,032","9,601,755",yes
"34,449","314,258","20,873","30,295","1,542,042","276,961","80,186","15,059","15,799","240,077","49,258","239,177","28,697","633,818","41,557","243,090","12,079,594","10,860","4,438,769",509,"2,226,818","1,157",389,"5,645,459","6,678,080","8,365,649",yes
"27,396","289,654","1,907","3,241","262,620","85,587","27,237","4,330","12,612","221,294","61,988","221,294","23,284","157,587","6,358","79,949","3,006,697","15,895","1,223,625","1,821","819,417","7,835",347,"12,260,969","5,779,552","2,257,699",yes
"191,441","3,727,288","17,827","24,361","1,837,766","149,047","66,819","47,188","7,204","2,454,581","29,174","2,454,581","112,347","756,844","45,305","250,574","12,955,604","6,607","297,123",975,"290,032","3,357","9,119","1,098,234","35,418,400","8,982,355",yes
"33,437","316,417","19,364","26,775","1,813,127","253,593","75,284","21,330","13,334","240,148","41,818","240,148","25,075","541,141","31,892","186,166","9,794,706","9,865","4,147,488",945,"2,064,703","3,144",430,"4,609,454","5,880,800","6,425,447",yes
"27,983","280,201","2,483","4,714","183,682","47,788","17,325","3,039","10,452","213,072","51,407","213,072","25,500","226,534","9,715","110,106","3,954,097","13,272","1,228,486","1,743","796,482","7,744",183,"13,742,331","6,167,392","3,069,716",yes
"160,632","3,304,616","15,178","21,900","736,956","97,412","36,792","24,426","7,214","2,195,815","30,176","2,195,815","97,575","663,102","39,371","232,915","11,726,892","5,534","283,684",808,"295,086","2,812","7,717","1,612,545","29,977,728","8,202,529",yes
"45,039","423,800","9,833","13,810","2,798,114","261,966","89,230","43,000","15,276","340,874","51,848","340,874","37,632","309,912","21,413","115,757","5,638,913","12,485","4,326,547",789,"2,191,170","2,342",487,"3,640,469","9,483,168","4,170,192",yes
"26,247","274,945","11,545","18,008","199,874","53,095","18,781","3,505","9,905","211,119","46,105","211,119","22,840","392,560","17,818","130,229","7,199,524","11,122","1,070,803","2,122","666,704","10,403",201,"19,506,852","5,764,736","4,593,797",yes
"161,327","3,384,590","17,889","26,937","703,143","104,270","40,355","24,025","4,868","2,262,232","21,990","2,262,232","100,348","816,285","46,411","306,782","15,012,300","5,031","226,568",568,"206,203","1,507","7,452","596,238","29,502,080","10,509,544",yes
"51,028","454,820","12,047","36,905","2,872,653","264,762","90,807","43,281","12,778","350,801","40,123","350,801","39,291","405,384","34,937","150,646","7,904,786","8,385","3,861,762",610,"1,927,155","2,051","1,857","928,783","9,864,704","5,448,205",yes
"45,741","1,057,888","28,546","47,842","601,597","124,249","45,079","7,986","13,842","841,868","57,536","841,868","29,853","689,526","27,714","198,432","13,958,460","14,070","1,667,531","1,598","991,907","6,292",544,"17,834,395","8,964,672","8,236,562",yes
"183,590","3,011,329","16,752","24,747","769,500","124,953","47,552","25,401","7,312","1,874,735","34,616","1,874,735","121,305","746,022","44,863","235,028","13,342,663","7,964","349,152","1,051","328,386","4,194","8,912","1,972,439","32,856,864","9,005,429",yes
"24,208","234,006","6,292","12,979","2,528,139","200,454","63,952","38,909","19,660","176,298","72,005","176,298","20,177","450,982","28,498","195,688","8,632,807","16,886","4,671,114",627,"2,399,588","2,140",248,"825,270","4,807,040","6,550,570",yes
"231,722","5,120,056","22,714","29,474","460,428","101,416","38,073","5,930","6,721","3,677,098","28,682","3,677,098","134,629","518,195","30,448","161,254","9,352,053","6,850","299,249","1,424","276,077","5,840","15,979","14,989,825","36,522,752","5,789,021",yes
"136,543","2,647,390","9,200","15,762","338,238","78,770","28,420","13,610","9,656","1,625,606","46,944","1,625,606","91,228","527,902","33,851","174,940","9,418,897","10,261","1,011,465","1,016","668,102","4,143","5,415","4,753,944","21,547,200","6,634,066",yes
"45,135","516,973","4,836","9,894","2,603,628","182,276","65,746","46,812","43,293","320,408","123,739","320,408","39,458","373,652","24,673","168,684","6,892,799","19,550","6,822,016",883,"3,640,319","2,899",340,"1,043,750","9,550,752","5,465,729",yes
"95,027","1,752,696","25,094","33,259","787,836","161,816","54,227","7,932","9,785","1,363,630","47,968","1,363,630","57,379","638,643","36,112","188,131","11,119,788","12,013","1,058,054","1,444","696,639","5,986","4,705","14,813,042","17,384,288","6,967,940",yes
"113,996","2,489,246","7,277","13,113","654,159","120,653","54,410","22,496","4,566","1,502,658","18,885","1,502,658","75,411","401,251","24,522","160,269","7,698,467","3,784","213,856",979,"197,623","4,265","5,226","4,803,903","21,193,856","5,784,264",yes
"33,486","314,700","6,449","13,471","3,046,389","199,864","66,820","59,388","15,083","237,504","52,780","237,504","27,662","455,407","31,965","166,767","8,386,860","12,710","4,379,513",585,"2,203,030","1,950",272,"746,417","6,855,456","6,069,170",yes
"132,052","2,692,170","26,470","35,305","1,393,184","220,891","62,888","14,197","11,693","1,860,311","54,936","1,860,311","83,069","714,047","43,730","218,800","12,774,094","12,738","1,258,951","1,500","793,547","6,087","5,781","14,804,337","22,974,304","8,307,874",yes
"108,255","2,563,175","9,329","17,166","275,181","72,485","27,636","4,259","4,310","1,495,184","19,241","1,495,184","72,927","564,996","38,763","223,882","10,723,452","3,874","214,800",957,"209,033","3,910","3,919","3,179,756","21,628,288","7,880,918",yes
"48,435","429,766","3,254","6,557","1,096,125","102,035","42,974","33,628","17,656","316,356","58,037","316,356","37,035","262,835","17,764","126,161","4,952,193","13,062","4,189,718","1,354","2,149,983","5,160","1,320","9,740,698","8,523,680","4,002,333",yes
"132,818","2,832,026","29,389","39,709","2,403,016","249,834","78,875","34,171","9,641","2,084,961","47,954","2,084,961","82,685","791,436","48,843","223,478","14,037,596","12,610","1,297,662","1,761","802,249","7,408","6,391","16,156,305","25,460,704","8,876,673",yes
"89,556","1,444,387","6,658","14,193","307,923","89,474","33,725","4,152","5,819","803,187","21,113","803,187","62,834","449,573","24,127","164,893","8,408,309","4,545","235,318","1,206","227,386","5,096","3,021","3,405,893","15,162,784","5,930,811",yes
"42,896","528,854","2,813","5,954","717,241","109,450","42,006","23,957","16,455","330,593","54,218","330,593","35,992","248,345","13,607","124,356","4,631,864","12,093","4,180,102",825,"2,131,007","2,511",733,"1,522,510","8,717,408","3,692,443",yes
"134,644","2,422,277","29,968","40,253","2,865,170","270,439","92,186","42,764","10,875","1,816,357","51,821","1,816,357","87,492","874,351","52,326","247,997","15,147,662","13,918","1,343,532","1,493","860,841","6,293","5,923","15,096,793","24,579,872","9,782,414",yes
"79,516","1,383,902","5,131","9,616","407,948","89,896","34,023","6,367","7,455","755,357","34,305","755,357","54,376","355,591","23,674","160,125","6,954,934","7,808","323,906",902,"333,286","3,871","2,772","3,135,716","12,853,408","5,298,726",yes
"20,626","212,943","2,312","3,848","693,426","101,403","39,231","24,184","14,350","160,047","43,886","160,047","18,325","215,153","8,800","112,416","3,801,521","10,282","4,307,927",439,"2,140,065","1,165",147,"522,883","4,334,784","3,025,194",yes
"116,565","2,343,835","31,685","43,577","2,746,004","231,733","77,199","41,780","9,557","1,760,125","43,349","1,760,125","72,948","977,297","61,538","302,684","17,241,134","11,404","1,087,480","2,192","688,840","9,205","5,487","18,395,321","22,865,376","11,578,903",yes
"94,082","1,648,840","4,835","10,359","214,781","59,312","20,625","3,875","7,506","877,862","31,774","877,862","69,000","346,104","27,848","136,838","6,645,352","6,977","313,614",684,"310,941","2,347","2,938","821,091","17,607,584","5,388,306",yes
"50,778","507,146","3,786","7,167","691,411","93,027","35,452","24,386","14,918","369,521","53,122","369,521","39,839","309,567","17,014","142,376","5,840,021","11,830","4,414,192",379,"2,217,019",959,"3,722","489,342","9,899,392","4,675,261",yes
"133,818","2,428,318","25,430","34,674","2,908,325","291,329","97,644","44,210","9,241","1,807,631","44,316","1,807,631","78,755","797,274","50,148","246,622","13,747,875","11,124","1,028,969","1,642","677,285","7,277","5,969","16,391,079","23,126,368","9,238,101",yes
"98,235","1,564,081","8,796","12,993","341,285","101,435","35,900","4,789","17,471","898,488","68,183","898,488","71,173","391,083","29,964","154,005","7,733,677","12,856","1,493,485",812,"857,841","3,095","5,047","1,704,402","16,160,096","5,747,532",yes
"38,682","416,845","2,407","4,209","646,817","82,731","32,001","23,485","16,613","273,055","62,091","273,055","26,681","230,531","10,655","116,102","4,041,483","11,389","4,619,371",571,"2,300,260","1,707",874,"761,978","6,665,440","3,194,021",yes
"130,835","2,538,853","15,153","23,725","2,819,109","256,930","86,205","43,458","10,300","1,836,473","46,392","1,836,473","83,284","576,441","34,614","185,762","9,850,755","12,086","1,116,555","1,636","723,747","6,719","5,534","15,470,326","25,449,312","6,840,016",yes
"71,150","1,341,237","19,393","25,407","288,484","89,417","30,478","4,511","7,758","724,158","34,080","724,158","50,537","637,474","41,290","214,549","11,748,543","7,422","317,322",822,"325,601","3,136","2,633","2,647,066","12,858,784","7,874,256",yes
"33,872","318,181","3,887","7,767","409,628","64,743","25,849","16,970","17,146","243,718","66,143","243,718","25,717","322,960","15,622","165,065","5,839,868","16,232","4,526,523",483,"2,310,264","1,233",429,"592,021","6,204,512","4,678,412",yes
"114,795","2,199,536","12,977","18,349","2,973,517","294,648","98,400","47,475","11,388","1,644,182","60,686","1,644,182","71,862","536,199","27,138","177,855","9,117,722","12,910","1,376,150","1,534","840,824","6,684","5,118","15,071,967","20,962,592","6,301,648",yes
"73,086","1,380,318","20,912","31,287","406,049","92,387","34,127","4,819","7,351","754,918","30,857","754,918","50,751","700,446","46,017","234,936","12,793,026","6,858","304,061","1,835","305,328","8,266","2,651","9,823,703","13,150,432","9,045,563",yes
"117,609","3,575,205","2,479","4,590","321,256","94,880","32,861","5,718","13,465","2,577,185","41,323","2,577,185","79,075","209,038","7,783","110,804","4,043,807","9,210","4,180,252","1,060","2,070,870","4,228","5,001","1,237,134","25,974,784","3,147,703",yes
"77,763","1,053,331","14,483","20,558","3,352,882","255,360","84,224","62,906","10,961","736,478","55,320","736,478","58,573","608,944","31,473","196,045","10,342,857","14,019","1,224,407","1,202","803,818","4,997","1,398","14,636,828","13,797,472","6,946,576",yes
"88,876","1,475,086","20,598","29,991","951,196","160,427","62,630","9,717","5,767","826,477","24,004","828,028","66,876","648,939","43,960","212,948","12,071,068","4,899","232,696","1,106","243,746","4,669","2,748","3,397,446","15,693,920","8,344,803",yes
"96,483","1,748,721","2,288","4,069","184,034","52,186","17,465","3,270","16,503","1,361,208","58,241","1,359,657","58,352","206,761","8,314","113,220","3,936,765","13,360","4,263,839",741,"2,190,459","2,496","4,561","909,104","16,264,864","3,095,336",yes
"86,649","1,252,671","12,461","16,537","2,979,953","277,587","89,223","60,743","9,722","820,255","49,907","820,255","65,375","484,104","22,211","163,516","8,291,916","12,699","1,218,812","1,129","771,209","4,706","2,040","14,433,376","15,537,088","5,625,605",yes
"55,653","918,572","22,280","32,951","1,016,238","160,433","61,648","12,567","6,864","470,608","26,730","470,608","37,760","751,307","50,080","262,584","13,936,982","5,793","267,443","1,443","277,369","7,154","1,566","4,331,261","9,985,600","9,565,321",yes
"139,704","2,757,592","2,441","4,357","193,985","49,043","17,005","2,905","16,467","2,003,041","61,471","2,003,041","88,270","210,377","10,525","111,789","3,924,477","13,655","4,170,841",720,"2,133,678","2,389","6,621","874,107","24,320,384","3,116,693",yes
"51,093","433,566","15,513","22,785","2,575,722","154,413","62,765","57,937","7,998","326,618","40,093","326,618","40,868","682,691","35,323","242,135","11,929,701","10,139","1,358,670",931,"785,498","2,642","1,153","13,902,748","10,010,784","8,266,727",yes
"25,278","275,947","18,376","25,996","1,387,231","261,958","80,700","15,812","12,032","214,775","59,550","214,775","20,202","484,943","32,068","174,062","9,306,489","11,257","743,510","1,985","553,434","9,194",239,"6,649,569","4,857,888","6,457,326",yes
"171,312","3,475,119","18,322","26,385","184,981","50,170","17,929","3,263","55,997","2,318,302","53,397","2,318,302","109,654","499,739","24,203","174,864","9,029,379","12,975","4,777,081",625,"2,515,012","2,073","8,427","745,679","31,994,688","5,775,125",yes
"37,347","343,265","15,445","22,377","1,905,220","123,334","57,025","47,888","40,231","260,876","53,781","260,876","29,869","669,506","43,820","234,199","12,183,054","13,241","2,498,112",654,"1,457,700","2,064",465,"11,191,031","7,154,240","8,553,258",yes
"27,049","283,292","17,729","24,561","1,872,153","258,662","78,873","20,225","11,429","212,683","49,678","212,683","22,793","488,214","27,666","165,964","8,699,213","12,160","1,608,049","1,842","941,437","7,872",138,"7,045,076","5,627,424","5,889,525",yes
"198,595","4,298,310","1,637","2,789","303,955","84,653","30,356","4,537","14,638","2,711,286","41,625","2,711,286","123,102","159,174","7,424","73,729","2,797,471","9,374","2,869,918",607,"1,515,861","1,939","9,604","720,623","34,267,040","2,174,754",yes
"65,110","810,200","18,074","27,196","2,000,613","107,827","52,837","51,389","11,377","497,711","61,774","497,711","40,421","884,554","53,853","316,544","15,650,411","11,874","2,138,786","1,089","1,174,186","3,962","1,082","13,922,823","10,704,896","11,083,688",yes
"28,270","281,486","18,061","25,255","1,545,787","258,820","75,011","15,690","9,581","215,017","48,621","215,017","21,134","463,621","26,007","176,024","8,739,312","11,952","1,530,845","1,681","917,765","7,462",350,"5,578,162","4,717,344","5,924,240",yes
"172,145","3,478,777","1,572","2,885","276,218","71,881","26,963","4,011","20,723","2,328,454","61,150","2,328,454","107,691","149,345","4,318","72,796","2,676,460","10,648","3,502,975",735,"1,753,900","2,535","8,647","873,417","31,294,944","2,048,265",yes
"65,208","554,078","15,621","23,248","1,155,598","119,739","47,325","31,681","11,808","422,610","64,170","422,610","55,971","716,479","41,727","249,941","12,402,449","16,330","3,526,761",819,"1,832,000","2,951","3,302","12,850,152","13,402,816","8,681,218",yes
"46,199","520,449","12,906","17,859","3,471,243","358,554","131,517","64,200","8,674","321,528","35,491","325,013","38,520","400,828","24,311","163,241","7,208,494","7,225","312,638","1,688","336,020","7,721",686,"5,248,908","9,497,376","5,269,869",yes
"162,622","3,382,649","9,242","16,685","1,306,793","227,041","97,811","14,441","15,486","2,254,904","53,533","2,251,419","100,761","439,236","21,383","175,932","8,089,766","12,691","4,404,283",448,"2,221,250","1,209","7,762","604,700","28,740,320","5,964,001",yes
"27,024","273,711","15,634","23,830","811,760","113,700","44,082","24,565","10,613","208,825","52,830","208,825","21,970","666,102","41,905","227,090","12,407,581","13,349","1,582,820",840,"940,964","2,922",252,"12,041,387","5,400,384","8,651,882",yes
"47,544","393,197","2,267","3,989","3,402,456","365,980","120,509","48,662","7,077","303,411","29,847","303,411","39,097","235,061","14,531","115,150","4,331,437","6,747","293,127","1,427","308,748","5,847",517,"5,566,483","9,011,168","3,521,512",yes
"163,623","3,445,851","21,070","30,068","285,321","79,570","29,050","4,280","21,151","2,240,092","85,381","2,240,092","109,985","613,550","31,142","200,112","11,003,467","17,999","4,803,564","1,122","2,486,296","4,937","7,208","6,505,913","28,406,848","7,048,290",yes
"66,660","946,300","14,787","21,266","766,392","120,874","45,380","24,317","8,664","666,992","40,346","666,992","50,439","573,255","35,299","202,773","11,052,716","9,557","985,012","1,126","623,548","3,842","1,698","9,452,717","12,519,168","7,545,806",yes
"41,790","363,624","2,975","5,906","3,320,866","321,891","104,521","47,291","6,366","277,949","26,362","277,949","34,433","227,979","13,200","105,931","4,329,612","5,428","277,294","1,642","260,214","9,647","1,073","8,525,515","8,475,968","3,442,946",yes
"132,122","2,765,359","17,597","24,348","454,533","105,635","36,931","6,320","15,146","1,834,226","51,765","1,834,226","80,814","418,600","23,491","141,663","7,603,554","12,807","4,360,092","1,055","2,191,712","4,134","7,055","3,209,970","23,686,144","4,996,547",yes
"60,313","925,084","15,231","22,659","568,865","80,281","30,063","18,634","8,192","672,223","41,775","672,223","46,522","659,974","34,616","234,002","11,991,400","10,377","1,011,307",985,"648,664","4,081","1,160","6,269,626","13,239,424","8,252,166",yes
"71,940","713,285","18,400","46,003","3,111,699","266,445","89,623","49,597","16,917","472,363","93,742","472,363","58,210","903,583","66,536","347,549","17,984,363","18,521","1,042,855","1,241","792,833","5,016","2,119","9,527,352","13,868,320","13,782,236",yes
"128,516","2,713,746","18,306","24,537","548,348","142,521","46,733","6,039","15,850","1,823,750","56,950","1,823,750","78,149","435,431","30,164","185,212","9,225,811","13,294","4,459,730","1,045","2,235,590","4,368","7,015","3,272,037","23,252,576","6,407,906",yes
"75,796","1,072,950","13,354","18,771","886,295","138,093","51,675","26,543","7,126","749,227","35,861","749,227","51,917","512,728","33,924","180,719","9,879,675","9,026","940,957",731,"586,811","2,427","2,797","4,968,264","15,105,728","6,997,347",yes
"33,565","293,196","4,964","9,414","3,145,729","276,662","89,720","45,757","7,403","223,127","29,806","223,127","27,928","369,467","26,156","160,886","6,839,324","7,065","311,636","1,425","288,136","6,144",348,"10,729,777","6,182,048","5,206,053",yes
"103,841","1,804,283","18,210","24,473","458,568","135,078","44,325","5,688","14,583","1,396,881","50,805","1,396,881","61,303","513,836","28,814","176,947","8,814,886","11,437","4,355,000","1,556","2,190,424","8,489","5,988","4,426,882","19,608,672","5,991,571",yes
"169,671","2,565,130","18,548","29,766","1,257,603","275,679","97,481","29,533","12,795","1,637,633","64,533","1,637,633","125,028","574,013","32,157","183,889","11,068,191","13,095","1,314,297","1,316","847,429","5,814","5,643","3,893,110","30,639,776","7,255,110",yes
"44,574","357,425","5,506","10,779","3,103,439","324,297","109,250","47,642","6,783","265,677","28,790","265,677","36,808","439,857","28,814","184,731","8,208,952","6,560","286,692","2,071","300,677","8,685",891,"15,828,471","8,302,016","6,360,416",yes
"91,118","1,741,812","17,606","24,207","205,995","57,479","19,827","3,406","14,036","1,355,133","46,892","1,355,133","54,231","438,707","23,490","148,956","7,726,875","10,837","4,143,816",619,"2,090,690","1,980","4,553","696,795","16,450,240","5,092,725",yes
"385,636","4,240,955","12,752","17,190","657,402","93,821","35,005","20,778","10,601","2,921,655","52,726","2,921,655","170,666","494,342","25,493","165,841","8,584,901","13,563","1,272,048",524,"817,180","1,634","23,289","982,317","54,825,056","5,860,686",yes
"43,144","427,831","6,961","13,175","2,860,844","263,863","88,187","46,778","11,922","350,935","52,565","350,935","32,270","517,775","34,546","209,271","9,468,389","12,913","484,564","1,933","490,551","8,587",566,"17,175,918","7,867,840","7,069,932",yes
"116,196","1,887,547","18,089","24,910","287,519","83,148","29,290","4,648","17,423","1,464,725","65,877","1,464,725","70,246","485,145","25,151","175,294","8,659,466","11,771","4,621,978",661,"2,313,919","1,810","6,928","752,857","17,410,848","5,863,251",yes
"107,715","1,996,853","19,013","40,634","295,868","89,262","31,029","4,636","9,838","1,173,573","47,443","1,173,573","72,869","794,085","63,923","273,942","13,639,406","12,583","1,081,518",421,"704,604","1,037","4,081","496,102","20,497,568","9,378,248",yes
"24,918","255,321","6,775","40,050","2,794,868","212,721","69,755","57,953","7,133","196,250","27,942","196,250","22,567","316,575","57,883","182,574","6,921,691","6,678","306,422","2,092","293,019","9,415",187,"18,019,124","5,181,088","5,427,281",yes
"135,479","2,442,448","24,615","66,308","616,579","107,969","41,895","6,234","13,733","1,831,006","47,966","1,831,006","81,855","589,577","78,559","243,535","13,370,824","11,318","4,266,666",610,"2,131,744","1,823","6,672","715,440","24,825,824","9,380,174",yes
"85,343","1,429,639","24,160","43,988","246,391","65,024","24,366","3,044","10,430","792,095","51,991","792,095","59,884","1,087,419","72,187","481,642","28,366,482","12,949","1,166,008",353,"756,206",810,"2,811","455,123","14,200,800","21,963,463",yes
"28,552","285,534","2,974","5,535","2,564,594","144,429","59,368","57,235","11,778","217,194","55,788","217,194","23,466","234,137","14,039","127,473","4,837,981","9,600","682,088","2,216","520,774","9,568",211,"18,366,887","5,716,800","3,890,197",yes
"117,018","2,319,052","6,758","9,945","1,114,024","238,662","71,859","12,425","15,842","1,740,263","55,736","1,740,263","72,461","232,953","12,802","92,994","3,980,776","12,775","4,352,737",816,"2,209,973","2,789","5,389","1,022,246","22,604,704","2,890,262",yes
"88,612","1,467,904","27,084","39,113","272,112","74,291","27,252","3,487","9,018","823,002","45,322","823,002","62,057","990,473","62,428","319,659","17,547,821","11,622","1,036,551",383,"674,869",945,"2,867","475,093","14,809,792","12,068,367",yes
"22,063","234,471","3,073","5,509","1,670,875","118,181","53,197","46,604","7,546","179,360","34,401","179,360","19,348","257,843","14,730","148,228","5,248,472","7,332","320,988","1,970","324,475","8,606",120,"17,416,125","4,426,048","4,235,718",yes
"134,131","2,424,758","1,660","2,990","1,817,180","242,665","71,176","20,339","21,491","1,815,970","83,073","1,815,970","87,233","168,694","6,655","77,276","2,866,633","16,283","4,451,846",629,"2,323,453","1,746","7,066","698,278","26,348,032","2,215,144",yes
"84,374","1,442,036","38,108","56,809","457,330","104,633","37,198","7,432","10,040","806,991","49,355","806,991","56,946","1,168,709","72,677","345,183","20,305,758","13,739","1,412,892",860,"861,290","2,859","2,878","1,667,768","13,943,744","13,433,172",yes
"23,002","246,928","2,870","5,347","661,552","89,128","35,770","23,738","6,790","192,060","28,764","192,060","17,261","230,790","12,259","130,628","4,737,768","6,651","278,012","2,212","256,372","9,810",152,"17,606,812","4,361,216","3,788,021",yes
"117,673","2,308,535","3,445","6,005","2,801,797","253,108","82,952","41,776","14,609","1,729,753","50,408","1,729,753","72,651","292,509","12,153","129,014","4,952,589","11,297","3,992,520",815,"2,037,363","2,822","5,360","968,088","22,115,456","3,595,548",yes
"81,457","1,423,404","31,198","42,535","278,122","75,604","28,916","3,832","7,155","785,743","32,029","785,743","59,450","962,043","59,505","295,534","16,463,837","8,289","662,038",785,"447,099","2,971","3,184","882,760","15,432,192","10,904,745",yes
"45,519","547,516","3,020","6,054","706,127","98,286","38,084","23,869","14,484","359,546","82,667","359,546","35,704","266,439","14,633","129,814","5,226,569","13,823","1,620,528","1,782","980,065","7,544",629,"15,294,372","9,183,392","4,140,910",yes
"116,718","2,315,106","2,002","4,685","3,049,944","305,109","102,572","44,763","13,682","1,734,467","38,960","1,734,467","71,886","165,937","4,605","64,362","2,848,981","8,579","3,290,447","1,016","1,652,863","3,953","5,559","3,188,740","22,369,216","2,117,632",yes
"79,091","1,394,196","21,775","32,503","2,497,507","221,259","80,144","59,827","15,924","762,741","63,618","762,741","54,705","741,176","55,694","216,835","13,008,004","16,121","1,522,093",834,"973,085","2,798","2,723","955,397","13,977,824","8,776,324",yes
"82,274","1,643,277","3,517","6,770","2,367,436","252,242","79,804","30,834","4,601","1,277,378","18,973","1,277,378","49,126","314,942","19,163","161,450","6,218,225","3,801","200,736",612,"200,927","1,951","4,420","6,361,161","15,753,216","5,079,165",yes
"92,306","1,727,551","12,830","16,688","209,003","53,412","19,170","3,447","16,043","1,166,440","57,628","1,166,440","65,209","510,640","25,176","171,655","8,678,313","13,884","4,427,636","1,621","2,244,542","7,272","2,901","11,580,833","19,908,032","5,938,374",yes
"63,503","682,569","20,177","28,576","685,154","95,074","37,006","24,316","9,581","403,849","47,872","403,849","41,553","647,152","42,457","196,320","11,021,402","12,193","1,094,458","1,490","699,672","6,126","2,111","10,598,356","11,119,616","7,535,817",yes
"106,918","2,413,589","2,457","4,720","2,859,140","259,224","87,473","43,518","10,034","1,679,618","39,114","1,679,618","68,680","214,760","9,937","107,349","4,078,217","7,567","463,402",894,"428,346","3,236","5,918","11,031,979","20,015,456","3,235,418",yes
